2,765|The Leather Burners|1943|72 min|Action, Adventure, Mystery|6.7|As rustled cattle have mysteriously disappeared, Johnny sends for his friend Hoppy, Hoppy arrives and immediately suspects Dan Slack. Realizing his telegram about Slack was intercepted, he locks up the operator Lafe knowing he can escape. Tailing Lafe he finds a secret entrance to a mine and inside finds the missing cattle. But Slack's men also find him just as the cattle are stampeded through the mine shaft.
2,766|The Man from Thunder River|1943|72 min|Action, Crime, Western|6.0|Henry Stevens knows that Ferguson's abandoned mine is valuable and when Jack Ferguson plans to reopen it he has him framed for murder. Bill and Gabby save him from the lynch mob and then investigate his mine. They accidentally find the secret door that connects it to Steven's mine. But Stevens' men capture them and set a charge that will explode and bury the two intruders.
2,767|The Masked Marvel|1943|72 min|Action, Adventure, Drama|6.9|A mysterious detective called The Masked Marvel battles Japanese saboteurs intent on blowing up America.
2,768|Minesweeper|1943|72 min|Action, Adventure, Comedy|5.2|After deserting from the U.S. Navy in the 1930s, an officer re-enlists under a fake name after Pearl Harbour and serves on a minesweeper.
2,769|Muhomatsu no issho|1943|72 min|Action, Adventure|7.3|Matsugoro is a poor rickshaw driver whose animated spirit and optimistic demeanor make him a favorite of the town. Matsu helps an injured boy, Toshio, and is hired by the boy's parents.
2,770|Never a Dull Moment|1943|72 min|Action, Comedy, Music|7.2|Three comedians, mistaken for gangsters, find out they are being used for hiding stolen jewelry.
2,771|Outlaws of Stampede Pass|1943|72 min|Action, Western|6.6|Tom Evans (Jon Dawson), nephew of U.S. Marshal Sandy Hopkins (Raymond Hatton), has just trailed his cattle to Yucca City, where he intends to sell to Ben Crowley (Harry Woods), owner of ...                See full summary »
2,772|The Phantom|1943|72 min|Action, Adventure, Drama|7.0|Professor Davidson and his niece Diana Palmer search Africa for the Lost City of Zoloz, reputed to be the source of a large hidden treasure. Also searching is a local crook, Singapore Smith, and Dr. Max Bremmer, who plans to destroy the peace in which the native tribes have been living. However, Godfrey Prescott, otherwise known as the Phantom, is feared and respected by the natives and is able to circumvent the traps and schemes of the villains.
2,773|Prairie Chickens|1943|72 min|Action, Comedy, Western|6.0|"Another in the Roach ""streamliner"" series of semi-westerns top-billing Jimmy Rogers (Jimmy) and Noah Beery, Jr. (Pidge) as out-of-work cowhands. This one is a showcase - in some instances too much so - for oft-times screen-drunk Jack Norton (Henry Lewis Clark III) who takes no drinks here but gets the same results from popping vitamin pills. Clark is coming West to take a look at his 35,000 acre ranch that only has 1500 head of cattle on it according to crooked ranch foreman Albertson, which is basically correct since Albertson and his henchmen have rustled the other 4,000 head. Albertson talks the town civic leaders, including hotel proprietor Jefferson Gilbert, into staging a three-day welcoming party for Clark to keep him away from the ranch while trucks are hauling off the cattle. Thanks to Clark's chauffeur Farnsworth, who gives the stranded Jimmy and Pidge a lift, Pidge is mistaken for Clark. Also enter a tour bus filled with the likes of Marjorie Woodworth, Rosemary LaPlance, Noel Neill, Nancy Brinckman and others who are guaranteed to dress up the scenery. The mistaken identity angle carries things for a while, and then all hands - Jimmy, Pidge, Clark, Farnsworth and the Bus girls - end up at Clark's ""haunted"" ranch house and are involved in a prolonged, mostly-unfunny, sequence where Albertson and crew are trying to scare them away."
2,774|Raiders of San Joaquin|1943|72 min|Action, Adventure, Music|6.3|An outlaw gang is stealing land under the pretense that they are getting it for a railway.
2,775|Return of the Rangers|1943|72 min|Action, Comedy, Drama||"Texas Rangers Tex Wyatt ""Dave O'Brien (I)'), Jim Steele (James Newill) and Panhandle Perkins Guy Wilkerson) are on their way to Custer and, as they ride through the hills, waiting for Jim ...                See full summary »"
2,776|Riders of the Rio Grande|1943|72 min|Action, Adventure, Western|6.9|A banker struggles to keep his bank solvent and his town from going bankrupt after the bank is robbed and all its money taken. The Three Mesquiteers ride into town and set out to help.
2,777|Saddles and Sagebrush|1943|72 min|Action, Adventure, Music|6.1|Krag Sabine has aroused the wrath of all the ranchers by stealing their land with the aid of his henchmen, led by Ace Barco; when Lafe Martin objects, the outlaws shoot him down. Lucky Randall promises Ann Martin he will avenge her wounded father. He sets up headquarters on the Martin ranch and sends for Bob Merritt and his men, the Texas Playboys (Jesse Ashlock, Leon McAuliffe, Cotton Thompson, Junior Barnard and Luke Wills). Krag organizes his remaining men for an attack on the ranch. Lucky's men get the upper hand but Krag escapes with Ann as his hostage.
2,778|Sahara|1943|72 min|Action, Drama, War|7.5|After the fall of Tobruk in 1942, during the Allied retreat in the Libyan desert, an American tank picks-up a motley group of survivors but they face advancing Germans and a lack of water.
2,779|Santa Fe Scouts|1943|72 min|Action, Adventure, Western|7.8|The Three Mersquiteers, Tucson Smith (Bob Steele), Stony Brooke (Tom Tyler) and Lullaby Josline (Jimmie Dodd), run into trouble trying to keep Tim Clay (John James), son of their employer Minera Clay (Elizabeth Valentine), out of trouble. They think their problems are over when Tim announces his intentions of marrying Claire Robbins (Lois Collier). But Neil MOrgan (Tom Chatterton), Minerva's lawyer, is plotting to get her ranch through resorting to the water-hole-racket of poisoning her cattle, and puts a squatter on the property, hoping to keep him there until the Squatters' Rights Bill becomes effective.
2,780|Secret Service in Darkest Africa|1943|72 min|Action, Adventure, War|7.0|An American secret agent travels to Africa to infiltrate a Nazi spy ring.
2,781|Silver Spurs|1943|72 min|Action, Comedy, Music|6.5|Roy's boss has inherited a very large ranch but the will keeps him from selling it although his widow could. Lucky Miller is out to get control of the ranch so he has a girl come west to marry him. Then after the wedding he has his henchman kill the owner. Roy is nearby and when the murder gun is switched with his, Roy finds himself in jail.
2,782|Six Gun Gospel|1943|72 min|Action, Adventure, Drama|6.7|Shipments of gold from Goldville are being hijacked by a gang secretly headed by Ace Benton, the town's leading citizen. Benton is also trying to acquire all the town property, as he knows the railroad is planning a line through there. U.S. Marshals Nevada Jack McKenzie and Sandy Hopkins are sent in, with Sandy posing as a preacher. Mine owner Bill Simms is almost wiped out by previous holdups and Dan Baxter, in love with Simms' daughter Jane, offers to drive the next stage shipment and Sandy is to ride shotgun. Benton's gang, headed by Durkin intends to rob the stage.
2,783|Song of Texas|1943|72 min|Action, Comedy, Music|6.4|A man of no worth brags to his daughter back East that he is rich and owns a big ranch. When she decides to pay a visit to her father, Roy and his buddies agree to pretend that the poor man is the owner of the ranch.
2,784|The Stranger from Pecos|1943|72 min|Action, Adventure, Drama|5.3|Brown fights a swindler and his pal, Hatton, finds a way to help a robbery victim buy back his property.
2,785|Sugata Sanshirô|1943|72 min|Action, Adventure, Drama|6.8|Sugata, a young man, struggles to learn the nuance and meaning of judo, and in doing so comes to learn something of the meaning of life.
2,786|Swing Shift Maisie|1943|72 min|Action, Adventure, Comedy|6.4|"Street-smart Maisie from Brooklyn lands a job at an airplane assembly plant during WWII and falls in love with handsome pilot ""Breezy"" McLaughlin. Breezy, however, falling in love with and getting engaged to Maisie's conniving roommate Iris, doesn't realize she's using him and it's up to Maisie to convince him."
2,787|Tarzan Triumphs|1943|72 min|Action, Adventure, War|6.4|As WWII rages on, a group of Nazi paratroopers land on the secret city of Palandria to exploit its wealth, and they start taking hostages. Can the powerful King of the Jungle and his trusted companions--Cheeta, and Buli--save them?
2,788|The Texas Kid|1943|72 min|Action, Adventure, Drama|5.4|Marshals Nevada and Sandy are after Scully and his gang who have been robbing stage-coaches. The Texas Kid is part of the gang and Sandy thinks he is bad but Nevada knows him and thinks he may be good.
2,789|Nazty Nuisance|1943|72 min|Action, Adventure, Comedy|4.6|Germany's Adolf Hitler, with his Axis-stooges, Italy's Mussolini and Japan's Suki Yama, although he tried to avoid taking them, is on his way, via submarine, to a tropical country to negotiate a treaty with the High Chief Paj Mab. However, an American P.T-boat crew is already there and have some plans for schickenbit-grubber and his buddies.
2,790|Thundering Trails|1943|72 min|Action, Adventure, Romance|7.1|In 1871, the Rangers are disbanded due to lack of funds so Monroe County sets up it's own police force. All ranchers must pay for protection, but those who do not are quickly robbed and/or killed. Johnny Steele, is head of the police, but his second in command is working for Judge Morgan, who leads the outlaws. When the Three Mesquiteers try to help Ben Walker, they are accused of his murder and of trying to rob the stage.
2,791|Tiger Fangs|1943|72 min|Action, Adventure, Mystery|4.8|A big-game hunter travels to Malaya to help stop the Nazis and Japanese from destroying the rubber industry.
2,792|Titanic|1943|72 min|Action, Drama, History|6.2|Third Reich's Nazi propaganda epic about a heroic fictional German officer on board of the RMS Titanic. On its maiden voyage in April 1912, the supposedly unsinkable ship hits an iceberg in the Atlantic Ocean and starts to go down.
2,793|Tonight We Raid Calais|1943|72 min|Action, Drama, Romance|6.4|British Intellengence dispatches Commando Geoffrey Carter on a one-man raid to destroy a munitions plant that manufactures bombs in Nazi-occupied France. He enlists the aid of a patriotic farmer, M. Bonnard, that lives near the plant, over the objections of his daughter Odette Bonnard, who believes that the British were responsible for the fall of France. Her attitude softens toward Carter, who is living with the family as posing as a son, but Odette cannot bring herself to aid in Carter's plan because of her fear of reprisals against her family. She turns informer and the Nazis capture Carter.
2,794|Two Fisted Justice|1943|72 min|Action, Adventure, Romance|5.7|Wells Fargo hires three cowboys to clean up a lawless town.
2,795|We Dive at Dawn|1943|72 min|Action, Drama, War|6.7|All leave is cancelled so that a British submarine can be sent after a new German warship. They chase it so far that they have no fuel to get home.
2,796|We've Never Been Licked|1943|72 min|Action, Drama, Romance|6.1|"WWII morale film for Texas A&M graduates fighting overseas. Young Brad Craig (Langton) enters the military school with a chip on his shoulder which Mitchum and other upperclassmen quickly knock off. Once adjusted, Craig falls in love with a professor's beautiful daughter, only to find she is in love with his roommate, played by Noah Beery. In the meantime, Craig associates with Japanese spies (including William Frawley of ""I Love Lucy"") bent on stealing a secret chemical compound being worked on a the University. But is he one of them, or a double agent for his country?"
2,797|The West Side Kid|1943|72 min|Action, Crime, Drama|6.1|A millionaire unappreciated by his family hires a gangster to kill him but things turn out differently when the killer and the tycoon start liking each other.
2,798|West of Texas|1943|72 min|Action, Comedy, Music|5.6|Texas Rangers Tex and Jim head to New Mexico to bring in Yeager and his men who are fighting the new railroad. The real crooks however are Calloway and his lawyer Conlon who have been forging deeds and rustling cattle. When Tex sets a trap to bring in Yeager, Jim refuses and the two Rangers find themselves on opposite sides.
2,799|Western Cyclone|1943|72 min|Action, Adventure, Western|5.6|Randall is trying to get the Governor impeached so he can take over control of the state. Knowing the Governor and Billy are good friends, he has Billy framed for murder. Fuzzy finds the shell and Billy sees it has a peculiar mark. Now they have to find the owner of that gun.
2,800|Whistling in Brooklyn|1943|72 min|Action, Comedy, Crime|6.9|"Radio crime show host ""The Fox"" finds himself on the trail of a serial killer while a suspect himself."
2,801|White Savage|1943|59 min|Action, Adventure, Romance|6.0|A shark hunter falls in love with the beautiful ruler of a tropical island.
2,802|Wild Horse Stampede|1943|59 min|Action, Adventure, Western|6.2|"""Trail blazers"" Ken Maynard and Hoot Gibson help out inexperienced sheriff Bob Tyler as smarmy town boss Carson and his gang try to prevent a vitally needed herd of horses from being sold to the army, which has been called in to protect a new railroad line from attacks by Indians and renegade whites."
2,803|Wolves of the Range|1943|59 min|Action, Adventure, Comedy|5.8|Dorn is after the rancher's land and is trying to stop Banker Brady from helping them. When his man Hammond kills Brady, there is a run on the bank and Rocky volunteers to ride to the next town for money.
2,804|Boss of Rawhide|1943|59 min|Action, Adventure, Music|5.9|In the 8th film of the 22-film series, Texas Rangers Tex Wyatt, Jim Steele and Panhandle Perkins are sent to the district of Rawhide to investigate the killings of several ranchers. Tex enters the town posing as a tramp while the other two Rangers join a troupe of itinerant minstrels. Tex, convinced that while they may find the killer, it will not prevent further harassment of the poorer ranchers, and he returns to the Ranger station and persuades his father, Texas Ranger Captain John Wyatt, to take a leave of absence and go to Rawhide and run for Land Commissioner. Tex and his father meet Henry Colby, the wealthiest landholder in the district, who has been advised by his ranch foreman, Frank Hade, and Sam Barrett, the boss of Rawhide, that the nesters are the cause of all the lawlessness. At a meeting, preceded by the dullest, most demeaning minstrel show ever filmed, Captain Wyatt is shot (a fate that should have befallen the minstrels) and the bullet is found to be the same caliber as that used in the earlier killings, although Wyatt is only wounded. Mary Colby, riding the range, sees Barrett attempt to kill Tex using a rifle. Realizing he has been identified, Barrett hurries back to town where he meets the other gang members, and they prepare to fight against the Rangers.
2,805|There's Something About a Soldier|1943|59 min|Action, Drama, Romance|6.4|Five soldiers of varied backgrounds head to Wilmington, North Carolina for 17 weeks of officer candidate school. They compete against each other for a few slots plus for the women who work on base.
2,806|Trail of Terror|1943|59 min|Action, Drama, Music|7.1|Belle Blaine, owner of the Crystal Palace Saloon at the Cold Springs outpost, makes plans with Nevada Simmons to rob the stagecoach. Curly Wyatt, the stage driver and infatuated with Belle, agrees to take part. In a fight at the Red Rock relay station, the station attendant, Al, is wounded but recognizes Curly among the outlaws. Texas Rangers Dave Wyatt, Jim Steele and Panhandle Perkins are on their way to Red Rock, where Dave tells the other two he expects to see his twin, Curly, whom he hasn't seen in years. At the station, Al mistakes Dave for Curly and accuses him of being in on the robbery. Meanwhile, Curly has had a change of heart, and, after taking the robbery loot away from gang-member Hank, is hiding out in a cabin and sends for Dave, with the intention of returning the money. The gang arrives after Dave, and Curly is killed in a shootout. When the gang enters the cabin, Dave poses as Curly and makes them believe it was his twin that made off with the loot, so he can find the leaders and bring them to justice.
2,807|Bad Men of Thunder Gap|1943|59 min|Action, Music, Western||Texas Rangers Tex Wyatt (Dave O'Brien) and Jim Steele (James Newill) arrive in Thunder Gap as undercover Rangers to investigate the hijacking of supply wagons of food for the miners. They ...                See full summary »
2,808|Wings Over the Pacific|1943|59 min|War, Action, Drama|4.4|An American officer discovers a Nazi plot to take over an island in the Pacific on which oil has been discovered.
2,809|Riders of the Northwest Mounted|1943|59 min|Action, Western, Crime|5.7|Fur thieves, who murder trappers when they refuse to give up their pelts at a low price, occupy the attention of the Royal Northwest Mounted Police. The leader of the gang is Victor Renaud (Dick Curtis), also the mayor of the small Canadian town where the gang is headquartered. Lucky Kerrigan is broken from the mounted service for apparent disobedience to orders, which results in the death of a fellow Mountie. Lucky, working undercover, aids the Mounties in rounding up the gang and gains back his uniform, and also the love of Gabrielle Renaud (Adele Mara), Renaud's sister who was unaware of his criminal activities.
2,810|The Fighting Buckaroo|1943|59 min|Action, Adventure, Music|6.0|Steve and sidekick Arkansas arrive to help out their old friend Dan McBride. Dan's former associate Thatcher is rustling cattle and Dan is accused of tipping them off as to the location of the herds. When Carol Comstock informs Steve her father is the informant, Steve and the Sheriff plan to trap the Thatcher gang by baiting them with another herd.
2,811|Frontier Law|1943|59 min|Action, Adventure, Music|6.2|Riding south from Montana, Jim Warren and his friend, Ramblin' Rufe, discover that Jim's old pal, Dusty Norton, is working for triggerman Joe Hawkins. Later, Jim and Rufe see cattleman Frank Rodgers kill cattleman Farrell in self defense, after a dispute about the illegal grazing of Farrell's stock on Rodgers' land. The only other witness is Lois, Rodgers' daughter. Rodgers is jailed, and Hawkins, who has also been stealing cattle from both ranches and altering the brands, tries to incite a lynching. Hawkins causes a confrontation between Jim and Dusty that leads to a climatic gun battle with the two old pals against the Hawkins gang.
2,812|Silent Witness|1943|59 min|Action, Crime, Drama|7.3|District Attorney Holden and his special investigator Betty Higgins are trying to convict brothers Joe and Lou Manson, silk-racket hoods, after they are indicted for murder. Their attorney, Bruce Strong, gets them off when the testimony given by Mrs. Roos proves to be perjured. Carlos, one of the Manson gang members, rightfully thinks he is not getting his rightful cut, and when he says this to the Mansons, they shoot him. He hangs on long enough to crawl to Holden's office. The Mansons call Bruce and tell him that one of their gang has squealed and that they are going after the District Attorney. Bruce tries to track down the D.A. and warn him, and follows him in his car as the D.A. goes out looking for the Mansons. The D.A. is killed when the Mansons run his car off the road, but his dog Ace bites Lou and is shot during this mêlée. Some rancher's children find the wounded Ace and take him home with them. Bruce is near the scene at the time, and the Mansons plant the gun used to shoot Carlos in his car. Bruce is indicted and convicted of the murder. Betty is convinced he is innocent and sets out to proves his innocence.
2,813|Bôrô no kesshitai|1943|59 min|Action, War|6.5|The story centres around a border security team in 1935 Korea. Upon receiving new recruits they hold a welcome party including a restaurant owner and his daughter. The border's commander has a wife (Hara Setsuko) who helps deliver a neighbour's baby. One day a border guard is killed by a Chinese bandit who is hiding in the area. The dead man's sister comes to visit and is given help to further her studies. The film was shot in Korea featuring many Korean actors and crew.
2,814|Wakaki sugata|1943|59 min|Action||
2,815|Khazanchi Ki Beti|1943|59 min|Action, Comedy||
2,816|Riben jiandie|1943|59 min|Action, Mystery, War||
2,817|Kessen no ôzora e|1943|59 min|Action, Adventure, War|5.8|A local family' house also serves as a gathering place for air force cadets. The family's boy is weak and often unhealthy. The boy wants to become a pilot as well given how he is exposed to the cadets every week. He tries to become stronger and eligible. The boy and the trainees inspire one another.
2,818|Sandai no sakazuki|1943|59 min|Action, Crime||
2,819|Hands Across the Border|1944|59 min|Action, Adventure, Comedy|6.4|Horse breeders Adams and Brock are vying for the Army contract. When Adams is killed trying to ride his horse Trigger, Roy saves the horse from being shot. He trains him and then plans to ride him in the race to win the contract.
2,820|Arizona Whirlwind|1944|59 min|Action, Adventure, Western|6.7|US marshals Ken, Hoot and Bob stop a gang dressed as Indians from robbing the stage. After getting repairs at the relay station, but before they get to town, another trap is set, but they get away. In town, they search the stage and find nothing. But hidden in the axle grease can are diamonds. Polini wants them cut into smaller diamonds so that he can easily dispose of them.
2,821|Between Two Worlds|1944|59 min|Mystery, Drama, Fantasy|7.2|Passengers on an ocean liner can't recall how they got on board or where they are going yet, oddly enough, it soon becomes apparent that they all have something in common.
2,822|The Big Bonanza|1944|59 min|Action, Adventure, Drama|6.1|"Captain Jed Kelton (Richard Arlen), Union Army officer, unfairly tried for cowardice in battle during the Civil War, escapes from custody while being transported to Fort Leavenport in Kansas. After a brief visit home, Jed and his grizzled old friend, Hap Shelby (George ""Gabby"" Hayes), go to Nevada Springs, Nevada, where Spud (Bobby Driscoll), the eight-year-old brother who idolizes Jed, is living with Sam Ballou (Robert Livingston), Jed's best friend in their early boyhood days, Jed finds that Sam is now owner of the Silver Queen saloon and dance hall. Sam is greedy for wealth and power, and not particular how he gets it, even at the expense of others. Chiquata McSweeney (Jane Frazee), beautiful singing star at the Silver Queen, and sweetheart of Sam, is sincerely fond of young Spud, but Jed thinks that a saloon is the wrong place to keep a child and he arranges for Spud to live at the home of Judy Parker (Lynne Roberts), the well-bred Sunday School teacher whose father, Adam Parker (Russell Simpson), is one of the upright and honest citizens that Sam is exploiting and ruining. Parker is the owner of the Big Bonanza mine. When Jed learns from Judy of the change in Sam's character, he takes up the cause of the miners and heads up the opposition to Sam. When one of Sam's henchmen kills Parker, Spud is an eye witness and is now a target to be eliminated."
2,823|The Big Noise|1944|59 min|Action, Adventure, Comedy|6.5|During World War II Stan and Ollie find themselves as improbable bodyguards to an eccentric inventor and his strategically important new bomb.
2,824|Black Arrow|1944|59 min|Action, Adventure, Western|5.3|Buck Sherman and Jake Jackson, a couple of evil carpetbaggers, illegally enter a Navajo reservation to prospect for gold and end up killing Aranho, the Navajos chief. Black Arrow, presumed Aranho's son, refuses to kill the Indian agent, Tom Whitney, in revenge, as demanded by Navajo law. Then, he is driven off the reservation for his reluctance to kill Whitney and decides to join forces with Pancho, Mary Brent and the agent to go in search of the men who killed the chief.
2,825|Bordertown Trail|1944|59 min|Action, Adventure, Music|6.2|"A gang is opposed to statehood for Texas, and smuggling everything they can across the border to keep statehood from happening. Sunset Carson and his pal, Frog Millhouse, while on border patrol, receive a message from Matthews, a secret agent when they have never met, warning them that a load of gunpowder is to be smuggled over the border. They intercept Hank and his smugglers and rout them in a gunfight. Returning to Border Patrol Headquarters, Sunset and Frog learn that the U. S. Army, under the command of Sunset's brother Lieutenant Victor Carson, have been given full authority over the Border Patrol station. Meanwhile, ""New Orleans"", head of the anti-statehood faction and the smuggling, learns that Matthews is a double agent and kills him, appropriating his identification badge. Posing as Matthews, ""New Orleans"" tricks Lieut. Carson into sending his troops onto a wild-goose chase to clear the way for a big gold shipment to be smuggled over the border. But Sunset has his suspicions and goes elsewhere."
2,826|Boss of Boomtown|1944|59 min|Action, Adventure, Comedy|4.7|"Steve Hazard and Jim Ward, U. S. Cavalry sergeants Are constantly battling over girls, horses or anything that came up that had more than one side to it. On the day before their enlistment is up, a stagecoach is held up and robbed of the mine payroll. Among the passengers are Norman Brett, Dale Starr and Blain Cornwall. Miss Star has inherited the Emporium gambling palace from an uncle; Brett is a prominent mine owner, and Cornwall ostensibly is an assayer, but is, in reality a Treasury Department agent. Later, Jim, Steve and their pal ""Chatter"" get into trouble, Steve talks Jim in re-enlisting, but fails to do so himself, as does ""Chatter."" Jim is not a happy trooper at this turn of events. Cornwall enlists Steve to help him in his investigation and has Steve hold up a stagecoach, to enable him to join the bandit gang, which is headed by Brett, and abetted by Sam Ridgeway, who runs the Emporium for Dale. Jim, not knowing the reason for Steve's activities, trails him and he and Sergeant Dunne arrest Steve and ""Chatter"" and return them to Fort Rocky for jailing. This puts a crimp into Steve's plan to stop the holdup of the Army pay wagon by Brett and Ridgeway's gang."
2,827|Bowery Champs|1944|59 min|Action, Comedy, Crime|5.2|Copy boys Muggs and Glimpy investigate a murder. They locate the ex-wife of the murdered man and become convinced she is innocent. They hide her from the police while they investigate.
2,828|Brand of the Devil|1944|59 min|Action, Adventure, Music|5.4|Jolley is the leader of the Devil's Brand gang of rustlers. When Molly Dawson sends for the Texas Rangers, Tex, Jim, and Panhandle arrive pretending not to know each other. But eventually their identities become known and they are captured by the gang.
2,829|Call of the Rockies|1944|59 min|Action, Adventure, Comedy|7.4|"Sunset Carson's first western and, despite the misleading video box that indicates otherwise, he was billed as Sonny Carson and was billed 2nd behind Smiley Burnette. Republic dropped the ""Sonny"" but he was also billed beneath Burnette in three more films---Bordertown Trail, Code of the Prairie and Firebrands of Arizona---released between July and December of 1944, when Burnette and Republic parted company and Carson was given his own series that featured no continuing sidekick actor. Burnette was off the screen from that point until February of 1946 when he made the first of his co-starring Durango Kid films with Charles Starrett. This film finds Sunset Carson (Sunset Carson) meeting and teaming up with Frog Millhouse (Smiley Burnette) who is driving supplies in to Placer City for wealthy mining-equipment man J. B. Murdock (Harry Woods). Through a runaway horse ruse, the supplies are hi-jacked by Marjorie Malloy (Ellen Hall and her companion Ned Crane (Kirk Alyn'). Murdock has foreclosed on most of the miners on Round Nugget Hill and is withholding needed supplies from the rest. Marjorie and Crain are robbing Murdock's wagons to give supplies to the miners. Murdock and kindly-town doctor Lee ('Frank Jaquet') are in cahoots to take over all the local mining operations, but Sunset and Frog, with whiskers and posing as a French mining engineer, soon have all the wrongs righted."
2,830|Call of the South Seas|1944|59 min|Action, Comedy, Crime|5.3|Princess Tahia, a beautiful French Polynesian idealist, falls in love with an American spy whose mission is to extradite an American embezzler living large on her South Pacific island.
2,831|Captain America|1944|59 min|Action, Adventure, Sci-Fi|5.5|Superhero Captain America battles the evil forces of the archvillain called The Scarab, who poisons his enemies and steals a secret device capable of destroying buildings by sound vibrations.
2,832|Code of the Prairie|1944|59 min|Action, Adventure, Comedy|7.1|In the Oklahoma panhandle, Professor Graham, the town barber, is the head of an outlaw gang. When an ex-Marshal spots his picture on a wanted poster, the Professor kills him. Frog is a photographer and sneaking around behind the barber shop his camera takes a picture that he is unaware of and it will be the key to the Professor's downfall.
2,833|The Contender|1944|59 min|Action, Crime, Drama|5.5|"Widower Gary Farrell can't afford, on his $45-weekly salary as a truck driver, to send his young son, Mickey, to a high-priced military school and decides to enter heavyweight-boxing tournament in an effort to win the $500 prize money. He wins and turns to boxing as a career and, in a short while, and under the guidance of ""Pop"" Turner, becomes a Contender for the Heavyweight title. Newspaper reporter Linda Martin is attracted to Farrell but he is paying more attention to the flashy Rita Langdon, who introduces him to night clubs, late hours, drinking, roistering and other attractions and distractions. Ignoring the warnings posted by Linda, Pop, Mickey and Biff Benham, his old cab-partner in the truck-driving business, Farrell continues to abuse all the training rules but still wins bout after bout."
2,834|El corsario negro|1944|59 min|Adventure, Action, Drama|6.4|"This genuine swashbuckler is yet another film from prolific Director Chano Urueta. It is based on the 1868 novel ""The Black Corsair"" by Italian author Emilio Salgari. Set in the Caribbean Sea during the 1700's age of piracy, it chronicles the adventures of a pirate, (Pedro Armendariz) and his long-standing war against a colonial Governor (Jose Baviera) from Venezuela, who is determined to stop his nemesis. Actress June Marlowe plays the pirate's love interest. Maria Luisa Zea and Jose Pulido round out the cast."
2,835|Cowboy Canteen|1944|59 min|Action, Adventure, Comedy|6.5|During world-war-two, Arizona cattle-ranch owner Steve Bradley (Charles Starrett) and his pal Spud Harrigan (Guinn 'Big Boy' Williams) join the army and are assigned to a camp near his ranch. He makes his cousin Tex Coulter (Tex Ritter) the ranch foreman. On his first furlough he returns to the ranch and, much to his dismay, finds that due.to the wartime man-power shortage, that all of his cowboys have been replaced by cowgirls. He is assigned to help build the morale of the soldiers and decides to open a canteen where the soldiers can go for coffee-and-doughnuts, and be entertained by local talent. Local talent consists of the MIlls Brothers, Jimmy Wakely and his Saddle Pals, Roy Acuff and his Smoky Mountain Boys and Girls and ventriloquist Professor Merlin (Max Terhune) ans his wooden dummy Elmer Sneezeweed (Elmer). He also has a fistfight with cousin Tex over the affections of Connie Gray (Jane Frazee.)
2,836|Cowboy and the Senorita|1944|59 min|Action, Adventure, Comedy|5.9|Bad guy Craig Allen, gambler and town boss, tries to take a gold mine inherited by innocent Chip Williams on her seventeenth birthday. Roy and his pal 'Teddy' Bear ride to help the girl and her cousin.
2,837|Cyclone Prairie Rangers|1944|59 min|Action, Adventure, Drama|5.4|It's World War 2 and saboteurs are out to destroy the ranchers food crop. Steve Travis and sidekick Cannonball have been called in to investigate. Avoiding the attempts on his life by the gang, Steve uses a pair of eyeglasses to discover their leader, a supposedly deaf mute shoe repairman.
2,838|The Desert Hawk|1944|59 min|Action, Adventure, Comedy|6.3|Evil Hassan slips back into his native land of Ahad and plots to overthrow his twin bother, Kasim, who has just been crowned the Caliph. Hassan enlists the aid of the chief Chamberlain, Faud and they send several henchmen into the royal palace, who then knock Kasim unconscious. Faud and Hassan dispatch a couple of different hirelings to take Kasim into another part of the town and murder him.Kasin comes to and gets away, but has been wounded. Omar, a beggar, takes Kasim to his home and nurses him back to health. But, it takes a few weeks for Kasin to get healthy and, by that time, Hassan has a firm grip on the duties of a Caliph. In a storeroom, Kasim finds a coat of mail with a great hawk emblazoned across the chest and promptly decides this is the costume he will wear while fighting to get his old job back. Meanwhile, the Emir of Telif shows up with his daughter, Princess Azala, with the intent of marrying her off to the local Caliph. They do not know that the current-Caliph on the royal-throne is the evil twin-brother of the man they think he is.
2,839|The Drifter|1944|59 min|Action, Adventure, Western|6.3|A Robin Hood-type outlaw (Buster Crabbe) rides the range and helps others. Another outlaw who looks just like him (also played by Crabbe) tries to cash in on the other outlaw's reputation.
2,840|Firebrands of Arizona|1944|59 min|Action, Adventure, Comedy|6.8|"While camping outside of town, the sheriff tries to arrest Froggy and Sunset, but a gang of outlaws help them get away. When they get to Medicine Springs, AZ, Froggy is arrested. Froggy and Sunset think that Poppy is behind all the commotion, but they do not know that Froggy is a dead ringer for Outlaw ""Beefsteak"" Discoe. Sheriff Hoag plans on a hanging, whether it is Discoe or Froggy."
2,841|Follow the Leader|1944|59 min|Action, Adventure, Comedy|4.8|Muggs and Glimpy, two East Side Kids in the army, return to their neighborhood, supposedly on furlough; actually, Muggs has been honorably discharged with a physical defect, but he tells no one of this. Danny, another East Side kid, is in jail because a large amount of medical supplies have been stolen from the warehouse where he works. Muggs see Spider, a new member of the gang, flashing a large amount of money around, and Muggs shrewdly turns toughie, boasting that he has a dishonorable discharge because of thievery. This leads Spider to confide in Muggs that he is the one who has been aiding in the theft of supplies from the warehouse, and he gets paid for the loot by Larry, operator of a nightclub where Muggs' sister, Milly, is an entertainer. Fingers, a henchman for Larry, kills Spider when he learns that Muggs has been let in on the operation. The police then suspect Muggs of killing Spider.
